uuid,tstamp,source,date,event_type,event_category,event_action,event_label,event_value,created_at,last_updated_at,location,id
0fd6f5868d394f22af6c7b3a4d0475c7,2018-03-01 19:53:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,12258,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,313
0fd6f5868d394f22af6c7b3a4d0475c7,2018-03-05 23:17:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,85,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,314
0fd6f5868d394f22af6c7b3a4d0475c7,2018-03-05 23:18:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,18,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,315
0fd6f5868d394f22af6c7b3a4d0475c7,2018-03-05 23:19:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,332,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/786af2f6-74c6-4e40-aaa2-de6527b976bc/,316
0fd6f5868d394f22af6c7b3a4d0475c7,2018-03-05 19:00:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/fe07ceee-8c4f-4068-b66b-05c52f4e9c1e/,2090,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fe07ceee-8c4f-4068-b66b-05c52f4e9c1e/,318
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 14:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/,319
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 14:57:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/,320
0fdb2116bb73451481c7807a48c1ec00,2018-03-07 23:32:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/login/?next=/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,9,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/?next=/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,321
0fdb2116bb73451481c7807a48c1ec00,2018-03-05 12:02:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,19,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,322
0fdb2116bb73451481c7807a48c1ec00,2018-03-07 23:32:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,62,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,323
0fdb2116bb73451481c7807a48c1ec00,2018-03-07 23:33:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,2,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,324
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 11:26:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,12595,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,325
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 14:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,18,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/26b430f0-7c63-4795-8d70-07920e9bf2a7/,326
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 14:57:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/89364c6c-636c-40b2-a026-c45da31353af/,52,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/89364c6c-636c-40b2-a026-c45da31353af/,327
0fdb2116bb73451481c7807a48c1ec00,2018-03-08 14:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/onboarding/join-team/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/join-team/,328
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:50:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,38,2018-03-15 13:29:37,2018-03-15 13:29:37,/,329
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:51:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/,330
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:40:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/,331
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 15:35:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,2,2018-03-15 13:29:37,2018-03-15 13:29:37,/,332
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:52:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/+attachment,38,2018-03-15 13:29:37,2018-03-15 13:29:37,/+attachment,333
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:14:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/+attachment,87,2018-03-15 13:29:37,2018-03-15 13:29:37,/+attachment,334
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:15:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/+attachment,1489,2018-03-15 13:29:37,2018-03-15 13:29:37,/+attachment,335
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:50:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/login/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/,336
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:50:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/17ab1ec8-9d97-4c45-8af9-ebdf954a8e6e/,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/17ab1ec8-9d97-4c45-8af9-ebdf954a8e6e/,337
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:51:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,39,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,338
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 13:52:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,1241,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,339
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:13:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,52,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,340
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:14:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,2,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,341
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 14:40:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,3310,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,342
10bf6440e59a4e5a8d04076f591debe8,2018-02-28 15:35:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,32,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fcccfb41-e7db-40ff-9cae-2eb1b79abefc/,343
10ee99ee7b324f6f8e8c780e12b8958a,2018-02-28 04:34:00,ga_pages,2018-02-27,event,app.meetnotes.co,view,/onboarding/calendar/,9,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/calendar/,344
10ee99ee7b324f6f8e8c780e12b8958a,2018-02-28 04:33:00,ga_pages,2018-02-27,event,app.meetnotes.co,view,/onboarding/create-team/,10,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/create-team/,345
11c5352e7653482693f222c296415df3,2018-03-06 13:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/,346
11c5352e7653482693f222c296415df3,2018-03-06 13:09:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/,347
11c5352e7653482693f222c296415df3,2018-03-06 13:09:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/+share/email,19,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/email,348
11c5352e7653482693f222c296415df3,2018-03-06 13:10:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/+share/slack,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/slack,349
11c5352e7653482693f222c296415df3,2018-03-06 12:12:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/08f9051b-ef64-4676-9394-c540548d0286/,3375,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/08f9051b-ef64-4676-9394-c540548d0286/,350
11c5352e7653482693f222c296415df3,2018-03-06 13:09:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/08f9051b-ef64-4676-9394-c540548d0286/,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/08f9051b-ef64-4676-9394-c540548d0286/,351
11c5352e7653482693f222c296415df3,2018-03-06 13:09:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/7ef95d44-9c0f-4ab6-826e-137ab756bec5/,25,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/7ef95d44-9c0f-4ab6-826e-137ab756bec5/,352
11c5352e7653482693f222c296415df3,2018-03-06 13:10:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/7ef95d44-9c0f-4ab6-826e-137ab756bec5/,4569,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/7ef95d44-9c0f-4ab6-826e-137ab756bec5/,353
11c5352e7653482693f222c296415df3,2018-03-06 13:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/81336c32-acc2-499a-9fe8-6d619ac9dcc7/,16,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/81336c32-acc2-499a-9fe8-6d619ac9dcc7/,354
11c5352e7653482693f222c296415df3,2018-03-06 13:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/signup/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/signup/,355
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:58:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+createnote,18,2018-03-15 13:29:37,2018-03-15 13:29:37,/+createnote,356
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:59:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+invite/,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/+invite/,357
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:59:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+share/email,9,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/email,358
12a1555fbbe0467d85bdee782e13f628,2018-03-08 19:02:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+share/email,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/email,359
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:59:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+share/slack,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/slack,360
12a1555fbbe0467d85bdee782e13f628,2018-03-08 19:02:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+share/slack,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/slack,361
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/+skip,16,2018-03-15 13:29:37,2018-03-15 13:29:37,/+skip,362
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:57:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/?onboarding=true,92,2018-03-15 13:29:37,2018-03-15 13:29:37,/?onboarding=true,363
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:59:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/a2f475f1-5adc-426f-ba2e-a5d25d788993/?insta_meeting=true,191,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/a2f475f1-5adc-426f-ba2e-a5d25d788993/?insta_meeting=true,364
12a1555fbbe0467d85bdee782e13f628,2018-03-08 19:02:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/m/a2f475f1-5adc-426f-ba2e-a5d25d788993/?insta_meeting=true,9,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/a2f475f1-5adc-426f-ba2e-a5d25d788993/?insta_meeting=true,365
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/onboarding/calendar/,11,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/calendar/,366
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/onboarding/create-team/,15,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/create-team/,367
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/onboarding/slack/,27,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/slack/,368
12a1555fbbe0467d85bdee782e13f628,2018-03-08 18:56:00,ga_pages,2018-03-08,event,app.meetnotes.co,view,/team-invite/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/team-invite/,369
14ce9f9125bd43a5bf74e36471642c75,2018-03-01 21:39:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/,370
14ce9f9125bd43a5bf74e36471642c75,2018-03-03 21:53:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/,371
14ce9f9125bd43a5bf74e36471642c75,2018-03-05 20:45:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/,372
14ce9f9125bd43a5bf74e36471642c75,2018-03-06 20:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,9,2018-03-15 13:29:37,2018-03-15 13:29:37,/,373
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 21:51:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/,374
14ce9f9125bd43a5bf74e36471642c75,2018-03-01 22:13:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/+invite/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/+invite/,375
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 22:00:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/+invite/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/+invite/,376
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 22:01:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/+invite/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/+invite/,377
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 22:00:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/+share/email,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/+share/email,378
14ce9f9125bd43a5bf74e36471642c75,2018-03-01 21:39:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/action-items/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/action-items/,379
14ce9f9125bd43a5bf74e36471642c75,2018-03-05 20:45:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/action-items/,2,2018-03-15 13:29:37,2018-03-15 13:29:37,/action-items/,380
14ce9f9125bd43a5bf74e36471642c75,2018-03-06 20:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/action-items/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/action-items/,381
14ce9f9125bd43a5bf74e36471642c75,2018-03-03 21:53:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/login/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/,382
14ce9f9125bd43a5bf74e36471642c75,2018-03-01 21:39:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/6418a041-d2f7-46c4-aad3-d0f010facd14/,2052,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/6418a041-d2f7-46c4-aad3-d0f010facd14/,384
14ce9f9125bd43a5bf74e36471642c75,2018-03-01 22:13:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/6418a041-d2f7-46c4-aad3-d0f010facd14/,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/6418a041-d2f7-46c4-aad3-d0f010facd14/,385
14ce9f9125bd43a5bf74e36471642c75,2018-03-05 20:45:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,1394,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,386
14ce9f9125bd43a5bf74e36471642c75,2018-03-05 21:08:00,ga_pages,2018-03-05,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,387
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 21:51:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,506,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,388
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 22:00:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,32,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,389
14ce9f9125bd43a5bf74e36471642c75,2018-03-07 22:01:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,10,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,390
14ce9f9125bd43a5bf74e36471642c75,2018-03-03 21:53:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/onboarding/join-team/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/join-team/,391
152d9359eb844b7bbdcc6d12f29bfe68,2018-03-02 20:36:00,ga_pages,2018-03-02,event,app.meetnotes.co,view,/login/?next=/m/47acd601-0760-46d2-bdf7-e6c4181f7d78/,31,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/?next=/m/47acd601-0760-46d2-bdf7-e6c4181f7d78/,392
17e02a4ecc8d4c749df8b4987c8ef0bf,2018-03-07 10:34:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/login/?next=/c/14i7ff6g5nhj10t30icf4tfh41/,118,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/?next=/c/14i7ff6g5nhj10t30icf4tfh41/,393
17e02a4ecc8d4c749df8b4987c8ef0bf,2018-03-07 10:36:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/fb1d153f-3a53-48b0-944c-bf42e1055dda/,21,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fb1d153f-3a53-48b0-944c-bf42e1055dda/,394
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-01 22:21:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/,16,2018-03-15 13:29:37,2018-03-15 13:29:37,/,399
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:37:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/,5,2018-03-15 13:29:37,2018-03-15 13:29:37,/,400
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 22:37:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/,874,2018-03-15 13:29:37,2018-03-15 13:29:37,/,401
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-01 22:24:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/+follow-up,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/+follow-up,402
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:38:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/login/,3,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/,403
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:38:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/login/?next=/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/?next=/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,404
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-01 22:21:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,405
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:37:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,39,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,406
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:38:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,1009,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/a12fd089-f8cb-40a4-87fd-0cf681aa8914/,407
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 21:55:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,312,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,408
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 22:00:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,2219,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,409
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-07 22:51:00,ga_pages,2018-03-07,event,app.meetnotes.co,view,/m/f531c6e1-518f-411c-a675-66fabb96317b/,1,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/f531c6e1-518f-411c-a675-66fabb96317b/,410
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-01 22:21:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/fa0bded9-3056-48f7-b581-1cf197d7ffd6/,159,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fa0bded9-3056-48f7-b581-1cf197d7ffd6/,411
1938d16b1c4e4bb3a6e2428ab827f44d,2018-03-01 22:24:00,ga_pages,2018-03-01,event,app.meetnotes.co,view,/m/fa0bded9-3056-48f7-b581-1cf197d7ffd6/,12,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/fa0bded9-3056-48f7-b581-1cf197d7ffd6/,412
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:36:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/+skip,12,2018-03-15 13:29:37,2018-03-15 13:29:37,/+skip,413
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:30:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/onboarding/calendar/,46,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/calendar/,414
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:21:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/onboarding/create-team/,563,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/create-team/,415
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:31:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/onboarding/slack/,214,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/slack/,416
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:34:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/onboarding/slack/,102,2018-03-15 13:29:37,2018-03-15 13:29:37,/onboarding/slack/,417
1ac03174c8c14d1a9d0f7f81c39d6242,2018-03-03 12:36:00,ga_pages,2018-03-03,event,app.meetnotes.co,view,/team-invite/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/team-invite/,418
1ad14dbf2f544596a26cce57a87373c0,2018-02-28 22:15:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,35,2018-03-15 13:29:37,2018-03-15 13:29:37,/,419
1ad14dbf2f544596a26cce57a87373c0,2018-02-28 22:16:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/,4,2018-03-15 13:29:37,2018-03-15 13:29:37,/,420
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,6,2018-03-15 13:29:37,2018-03-15 13:29:37,/,421
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:41:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/,422
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:42:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,14,2018-03-15 13:29:37,2018-03-15 13:29:37,/,423
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:44:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/,8,2018-03-15 13:29:37,2018-03-15 13:29:37,/,424
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/login/,7,2018-03-15 13:29:37,2018-03-15 13:29:37,/login/,427
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:08:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/384298ac-5633-4aad-b469-90f58930bc6d/,1,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/384298ac-5633-4aad-b469-90f58930bc6d/,430
1ad14dbf2f544596a26cce57a87373c0,2018-02-28 19:56:00,ga_pages,2018-02-28,event,app.meetnotes.co,view,/m/3c03c4ff-8e17-4548-9849-7409fb475459/,8325,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/3c03c4ff-8e17-4548-9849-7409fb475459/,431
1ad14dbf2f544596a26cce57a87373c0,2018-03-06 20:42:00,ga_pages,2018-03-06,event,app.meetnotes.co,view,/m/4b85549b-2b2d-4be2-85d8-9dd3ee2caf96/,103,2018-03-15 13:29:37,2018-03-15 13:29:37,/m/4b85549b-2b2d-4be2-85d8-9dd3ee2caf96/,432
